user_id,age,gender,style_preference,signup_date
797,63,M,Sporty,2024-09-18
798,38,M,Formal,2023-09-12
799,47,F,Sporty,2023-04-13
800,27,M,Casual,2023-03-16
801,44,F,Sporty,2023-07-28
802,62,F,Vintage,2023-03-19
803,63,F,Formal,2023-06-09
804,56,F,Casual,2023-02-18
805,21,F,Sporty,2024-08-26
806,27,F,Casual,2023-03-06
807,44,F,Casual,2023-11-04
808,22,M,Casual,2023-04-09
809,20,M,Sporty,2024-07-13
810,54,M,Sporty,2023-04-04
811,59,F,Vintage,2023-09-21
812,60,M,Sporty,2024-03-11
813,38,M,Vintage,2024-01-08
814,68,F,Vintage,2023-06-19
815,69,M,Formal,2024-02-20
816,20,M,Formal,2024-10-24
817,43,F,Casual,2023-12-07
818,41,M,Casual,2024-06-15
819,68,F,Formal,2024-06-25
820,29,M,Casual,2024-05-02
821,38,M,Vintage,2023-02-19
822,45,M,Vintage,2023-11-20
823,23,F,Formal,2023-08-14
824,47,F,Formal,2024-10-05
825,55,F,Formal,2024-06-04
826,60,M,Formal,2024-10-25
827,43,F,Formal,2024-07-09
828,30,M,Formal,2023-03-27
829,36,F,Casual,2023-09-30
830,67,M,Sporty,2024-07-13
831,48,F,Sporty,2023-12-06
832,62,F,Vintage,2024-07-22
833,31,M,Vintage,2023-05-04
834,67,F,Casual,2023-10-26
835,35,F,Casual,2023-09-12
836,33,M,Vintage,2023-12-25
837,51,F,Vintage,2024-10-17
838,60,M,Sporty,2024-11-12
839,34,M,Sporty,2024-09-06
840,55,F,Formal,2024-10-08
841,38,F,Casual,2023-05-13
842,47,M,Casual,2024-02-11
843,56,F,Casual,2023-12-06
844,33,M,Vintage,2024-05-04
845,22,F,Sporty,2024-06-30
846,59,M,Casual,2023-06-17
847,47,F,Sporty,2023-07-06
848,64,M,Sporty,2024-04-04
849,44,M,Casual,2024-12-24
850,59,M,Vintage,2023-09-13
851,24,M,Formal,2023-04-08
852,31,M,Sporty,2024-01-28
853,22,M,Vintage,2024-02-06
854,47,F,Casual,2024-04-02
855,43,M,Formal,2024-12-01
856,61,F,Formal,2023-10-06
857,57,M,Vintage,2023-04-08
858,47,F,Vintage,2023-09-24
859,24,M,Vintage,2024-06-13
860,45,M,Sporty,2023-09-24
861,50,M,Casual,2023-02-28
862,51,F,Sporty,2024-08-30
863,59,F,Casual,2024-07-26
864,46,M,Casual,2023-04-16
865,27,F,Vintage,2024-10-15
866,43,M,Vintage,2023-08-24
867,46,F,Formal,2024-03-27
868,20,M,Casual,2024-09-28
869,19,M,Formal,2024-11-04
870,63,M,Formal,2023-06-14
871,44,M,Formal,2024-08-13
872,27,F,Casual,2023-04-08
873,66,M,Vintage,2023-09-14
874,44,F,Sporty,2024-11-07
875,34,F,Formal,2024-10-19
876,34,F,Formal,2024-05-21
877,27,F,Casual,2023-05-25
878,43,F,Sporty,2024-11-22
879,51,F,Formal,2024-05-21
880,44,M,Casual,2024-07-27
881,53,F,Formal,2024-01-12
882,48,M,Vintage,2023-02-25
883,51,F,Vintage,2024-08-15
884,30,M,Casual,2023-09-13
885,22,F,Sporty,2024-01-30
886,46,F,Casual,2023-05-11
887,63,M,Vintage,2023-10-10
888,27,F,Casual,2024-12-26
889,58,F,Sporty,2023-08-03
890,33,F,Vintage,2023-04-13
891,29,F,Formal,2024-06-04
892,49,M,Sporty,2024-11-16
893,46,M,Casual,2025-01-05
894,67,M,Formal,2023-07-11
895,20,F,Sporty,2024-12-27
896,18,M,Casual,2024-09-29
897,44,F,Vintage,2023-06-08
898,36,F,Vintage,2023-03-13
899,23,F,Casual,2024-01-18
900,28,F,Sporty,2023-06-23
901,26,M,Sporty,2024-04-03
902,27,F,Sporty,2023-12-08
903,39,F,Vintage,2023-04-26
904,19,M,Formal,2023-06-06
905,32,M,Formal,2024-03-01
906,32,F,Vintage,2023-03-11
907,37,F,Vintage,2024-02-25
908,55,M,Sporty,2024-02-19
909,56,M,Vintage,2024-10-21
910,32,M,Sporty,2024-06-24
911,26,M,Vintage,2024-12-29
912,43,F,Vintage,2024-07-14
913,56,F,Formal,2024-10-29
914,50,M,Sporty,2024-08-15
915,31,F,Casual,2024-11-22
916,30,F,Sporty,2024-05-28
917,54,M,Formal,2024-04-18
918,31,F,Casual,2023-05-13
919,28,F,Sporty,2024-10-13
920,22,F,Sporty,2024-02-12
921,24,M,Formal,2024-03-06
922,32,F,Formal,2023-08-06
923,41,F,Sporty,2024-09-27
924,22,F,Vintage,2024-08-21
925,63,F,Casual,2023-11-10
926,53,M,Vintage,2023-08-26
927,56,M,Casual,2024-01-11
928,42,M,Vintage,2023-06-25
929,69,F,Formal,2023-02-24
930,52,F,Casual,2023-08-25
931,20,F,Vintage,2023-05-15
932,65,F,Sporty,2023-04-04
933,35,M,Sporty,2023-08-22
934,35,F,Vintage,2023-10-16
935,18,M,Vintage,2024-09-11
936,43,F,Vintage,2023-05-08
937,29,F,Vintage,2023-12-25
938,38,M,Casual,2024-11-07
939,30,F,Vintage,2024-05-28
940,29,M,Formal,2023-09-08
941,36,M,Sporty,2023-10-04
942,23,F,Sporty,2024-07-13
943,24,F,Sporty,2024-03-07
944,45,M,Vintage,2024-10-20
945,34,F,Sporty,2023-06-27
946,65,M,Vintage,2024-08-13
947,36,M,Sporty,2024-08-15
948,64,M,Vintage,2024-08-31
949,65,M,Vintage,2023-07-12
950,54,M,Formal,2023-05-22
951,30,M,Vintage,2024-09-14
952,66,M,Vintage,2023-10-31
953,21,M,Casual,2024-11-19
954,44,M,Sporty,2023-03-17
955,40,M,Vintage,2024-09-17
956,48,M,Formal,2024-11-18
957,24,M,Formal,2023-10-09
958,30,F,Vintage,2023-10-21
959,51,F,Formal,2023-06-02
960,69,M,Vintage,2023-11-15
961,68,M,Formal,2024-04-18
962,53,F,Vintage,2024-05-07
963,38,F,Casual,2023-11-26
964,32,M,Casual,2023-02-06
965,22,M,Vintage,2025-01-13
966,18,F,Formal,2024-07-26
967,40,M,Vintage,2023-08-02
968,36,F,Vintage,2024-11-26
969,35,F,Casual,2024-09-29
970,28,F,Casual,2023-03-08
971,46,F,Casual,2023-05-23
972,66,M,Sporty,2023-02-06
973,54,F,Vintage,2023-07-17
974,20,F,Sporty,2024-01-06
975,49,F,Vintage,2024-04-08
976,44,F,Vintage,2024-12-18
977,51,F,Casual,2024-10-12
978,48,F,Sporty,2024-03-16
979,30,F,Sporty,2024-01-24
980,68,F,Casual,2023-11-07
981,69,F,Casual,2023-08-01
982,48,M,Vintage,2023-07-02
983,57,M,Formal,2024-09-05
984,20,F,Vintage,2024-12-11
985,19,M,Formal,2023-09-01
986,47,M,Formal,2025-01-18
987,18,F,Vintage,2024-03-07
988,64,F,Casual,2023-07-03
989,42,F,Vintage,2024-08-31
990,47,F,Vintage,2024-02-26
991,22,M,Casual,2023-03-18
992,40,F,Sporty,2024-09-01
993,29,F,Formal,2024-03-18
994,50,F,Casual,2024-10-02
995,35,M,Sporty,2024-08-14
996,53,M,Formal,2024-10-21
997,27,M,Sporty,2023-04-09
998,47,M,Casual,2024-07-09
999,31,M,Sporty,2024-04-24
